filename,author_id,sentence,emotion,intensity_level,sample_rate,audio_data
1010_IEO_DIS_LO.wav,1010,IEO,DIS,LO,16000,[307 325 326 ...   1   1   1]
1084_IEO_SAD_LO.wav,1084,IEO,SAD,LO,16000,[384 387 374 ...   1   1   1]
1091_IEO_SAD_LO.wav,1091,IEO,SAD,LO,16000,[-120 -121 -110 ...   -8   -9   -9]
1076_TIE_HAP_XX.wav,1076,TIE,HAP,XX,16000,[-520 -555 -538 ...    0    0    0]
1063_TIE_HAP_XX.wav,1063,TIE,HAP,XX,16000,[ 77 123 148 ...   0   0   0]
1057_TIE_FEA_XX.wav,1057,TIE,FEA,XX,16000,[-423 -393 -378 ...   -1    1    1]
1042_TIE_FEA_XX.wav,1042,TIE,FEA,XX,16000,[38 60 47 ...  8  9  8]
1079_IWW_SAD_XX.wav,1079,IWW,SAD,XX,16000,[133 127 119 ...   0   0   0]
1041_WSI_DIS_XX.wav,1041,WSI,DIS,XX,16000,[-17 -14 -35 ...   0   0   0]
1050_TIE_SAD_XX.wav,1050,TIE,SAD,XX,16000,[96 72 62 ...  1  2  2]
1054_WSI_DIS_XX.wav,1054,WSI,DIS,XX,16000,[-97 -63 -59 ...   4  16 -12]
1045_TIE_SAD_XX.wav,1045,TIE,SAD,XX,16000,[65 56 74 ...  0  0  0]
1083_IEO_FEA_LO.wav,1083,IEO,FEA,LO,16000,[-67 -64 -64 ...   0   0   0]
1019_IWW_ANG_XX.wav,1019,IWW,ANG,XX,16000,[159 202 214 ...  19  21  22]
1044_ITH_FEA_XX.wav,1044,ITH,FEA,XX,16000,[-275 -271 -285 ...   21   18   15]
1051_ITH_FEA_XX.wav,1051,ITH,FEA,XX,16000,[-297 -294 -272 ...   -3    0    0]
1065_ITH_HAP_XX.wav,1065,ITH,HAP,XX,16000,[-71 -71 -60 ...   0   0   0]
1054_DFA_DIS_XX.wav,1054,DFA,DIS,XX,16000,[36 64 67 ...  0  0  0]
1041_DFA_DIS_XX.wav,1041,DFA,DIS,XX,16000,[-140  -79  -68 ...    0    0    0]
1070_ITH_HAP_XX.wav,1070,ITH,HAP,XX,16000,[-197 -184 -220 ...    0    0    0]
1072_TIE_NEU_XX.wav,1072,TIE,NEU,XX,16000,[344 338 333 ... -29 -28 -26]
1067_TIE_NEU_XX.wav,1067,TIE,NEU,XX,16000,[88 85 75 ...  6  8  0]
1030_TIE_ANG_XX.wav,1030,TIE,ANG,XX,16000,[-181 -224 -230 ...    0    0    0]
1025_TIE_ANG_XX.wav,1025,TIE,ANG,XX,16000,[-29  -1  18 ...   0   0   0]
1043_ITH_SAD_XX.wav,1043,ITH,SAD,XX,16000,[159 175 155 ...   0   0   0]
1056_ITH_SAD_XX.wav,1056,ITH,SAD,XX,16000,[ -6 -39 -64 ...   9  10  11]
1050_IEO_NEU_XX.wav,1050,IEO,NEU,XX,16000,[-176 -170 -175 ...    0    0    0]
1045_IEO_NEU_XX.wav,1045,IEO,NEU,XX,16000,[-66 -85 -67 ...   2   2   3]
1079_MTI_NEU_XX.wav,1079,MTI,NEU,XX,16000,[-72 -63 -87 ...   0   0   0]
1086_TAI_HAP_XX.wav,1086,TAI,HAP,XX,16000,[-147 -150 -152 ...   -1    0    2]
1027_IEO_DIS_HI.wav,1027,IEO,DIS,HI,16000,[384 365 342 ...   0   0   0]
1032_IEO_DIS_HI.wav,1032,IEO,DIS,HI,16000,[370 366 367 ...   0   0   0]
1062_IWL_DIS_XX.wav,1062,IWL,DIS,XX,16000,[-152 -129 -140 ...    0    0    0]
1077_IWL_DIS_XX.wav,1077,IWL,DIS,XX,16000,[-122 -150 -152 ...    0    0   -1]
1036_IEO_DIS_MD.wav,1036,IEO,DIS,MD,16000,[-153 -146 -118 ...    0    0    0]
1083_TSI_FEA_XX.wav,1083,TSI,FEA,XX,16000,[-84 -99 -99 ...   0   0   0]
1023_IEO_DIS_MD.wav,1023,IEO,DIS,MD,16000,[ 74 112  42 ...   0   0   0]
1005_TSI_DIS_XX.wav,1005,TSI,DIS,XX,16000,[-278 -256 -250 ...    0    0    0]
1010_TSI_DIS_XX.wav,1010,TSI,DIS,XX,16000,[-299 -305 -311 ...    0    0    0]
1091_IEO_HAP_MD.wav,1091,IEO,HAP,MD,16000,[448 420 412 ...   0   0   0]
1084_IEO_HAP_MD.wav,1084,IEO,HAP,MD,16000,[159 155 131 ...  19  17   0]
1034_TAI_DIS_XX.wav,1034,TAI,DIS,XX,16000,[-306 -289 -284 ...    0    0   -2]
1021_TAI_DIS_XX.wav,1021,TAI,DIS,XX,16000,[-41 -58 -31 ...   0   0   0]
1084_TSI_SAD_XX.wav,1084,TSI,SAD,XX,16000,[116 127 123 ...   0   1   2]
1080_IEO_HAP_HI.wav,1080,IEO,HAP,HI,16000,[ 0  0  0 ... -2 -3  0]
1069_IOM_SAD_XX.wav,1069,IOM,SAD,XX,16000,[-180 -170 -182 ...    0    0    0]
1091_TSI_SAD_XX.wav,1091,TSI,SAD,XX,16000,[-114 -103 -104 ...    0    0    0]
1082_TAI_NEU_XX.wav,1082,TAI,NEU,XX,16000,[66 60 67 ...  2  2  0]
1049_MTI_FEA_XX.wav,1049,MTI,FEA,XX,16000,[-287 -253 -230 ...    0    1   -1]
1068_MTI_HAP_XX.wav,1068,MTI,HAP,XX,16000,[-14   3 -10 ...  -6  -3  -1]
1009_IOM_ANG_XX.wav,1009,IOM,ANG,XX,16000,[82 75 79 ...  0  0  0]
1058_ITS_DIS_XX.wav,1058,ITS,DIS,XX,16000,[24 10  9 ... -9 -7 -5]
1083_IWL_ANG_XX.wav,1083,IWL,ANG,XX,16000,[-116 -104 -105 ...   -1    1    2]
1079_TAI_HAP_XX.wav,1079,TAI,HAP,XX,16000,[186 199 193 ...   0   0   0]
1048_IEO_SAD_MD.wav,1048,IEO,SAD,MD,16000,[-314 -296 -273 ...   -1    1    3]
1009_IWL_SAD_XX.wav,1009,IWL,SAD,XX,16000,[163 146 142 ...   0   0   0]
1058_TAI_FEA_XX.wav,1058,TAI,FEA,XX,16000,[-187 -202 -215 ...    0    0    0]
1086_MTI_NEU_XX.wav,1086,MTI,NEU,XX,16000,[79 74 68 ...  0  0  0]
1088_IWL_DIS_XX.wav,1088,IWL,DIS,XX,16000,[202 176 171 ...   0   0   0]
1048_TSI_HAP_XX.wav,1048,TSI,HAP,XX,16000,[-29 -29 -24 ...   0   0   0]
1059_IEO_SAD_HI.wav,1059,IEO,SAD,HI,16000,[-80 -64 -29 ...   0   0   0]
1069_TSI_FEA_XX.wav,1069,TSI,FEA,XX,16000,[ 4 39 12 ... 13 15 15]
1091_IOM_FEA_XX.wav,1091,IOM,FEA,XX,16000,[103 101 102 ...   0   0   0]
1084_IOM_FEA_XX.wav,1084,IOM,FEA,XX,16000,[ -97 -113 -105 ...    2    1    0]
1046_ITS_ANG_XX.wav,1046,ITS,ANG,XX,16000,[-52 -44   2 ...   0   0   0]
1053_ITS_ANG_XX.wav,1053,ITS,ANG,XX,16000,[33 46 46 ...  0  0  0]
1017_IOM_DIS_XX.wav,1017,IOM,DIS,XX,16000,[-276 -258 -274 ...    2    2    2]
1002_IOM_DIS_XX.wav,1002,IOM,DIS,XX,16000,[118 136 134 ...   0   0   0]
1004_ITS_NEU_XX.wav,1004,ITS,NEU,XX,16000,[   9   35   47 ... -200 -314 -421]
1011_ITS_NEU_XX.wav,1011,ITS,NEU,XX,16000,[95 57 37 ...  0  0  0]
1083_IOM_SAD_XX.wav,1083,IOM,SAD,XX,16000,[25 36 34 ...  0  0  0]
1082_MTI_HAP_XX.wav,1082,MTI,HAP,XX,16000,[128 129 137 ...   3   7   2]
1026_ITS_SAD_XX.wav,1026,ITS,SAD,XX,16000,[ 27  -8 -28 ...  -2  -1   1]
1033_ITS_SAD_XX.wav,1033,ITS,SAD,XX,16000,[207 211 181 ...   1   2  -1]
1068_TAI_NEU_XX.wav,1068,TAI,NEU,XX,16000,[250 239 232 ...   0   0   2]
1059_TSI_NEU_XX.wav,1059,TSI,NEU,XX,16000,[198 210 209 ...  -1  -1   0]
1021_ITS_FEA_XX.wav,1021,ITS,FEA,XX,16000,[ -6  -4 -36 ...   0   0   0]
1034_ITS_FEA_XX.wav,1034,ITS,FEA,XX,16000,[-257 -273 -275 ...    0    0    0]
1015_ITS_HAP_XX.wav,1015,ITS,HAP,XX,16000,[216 235 255 ...   2  -1   1]
1028_IEO_ANG_MD.wav,1028,IEO,ANG,MD,16000,[70 24  0 ... 10 -1 -1]
1069_IWL_ANG_XX.wav,1069,IWL,ANG,XX,16000,[133 129 121 ...   0   0   0]
1039_IEO_ANG_HI.wav,1039,IEO,ANG,HI,16000,[0 0 0 ... 0 0 0]
1030_MTI_DIS_XX.wav,1030,MTI,DIS,XX,16000,[-112  -72 -100 ...    0    0    0]
1025_MTI_DIS_XX.wav,1025,MTI,DIS,XX,16000,[-307 -352 -354 ...    0    0    0]
1038_WSI_FEA_XX.wav,1038,WSI,FEA,XX,16000,[80 98 90 ...  0  0  0]
1081_IWW_FEA_XX.wav,1081,IWW,FEA,XX,16000,[-64 -68 -99 ...   0   0   0]
1019_WSI_HAP_XX.wav,1019,WSI,HAP,XX,16000,[126 117 103 ...   2   0   8]
1089_TIE_HAP_XX.wav,1089,TIE,HAP,XX,16000,[-25  -5  -2 ...   0   0   0]
1086_IWW_SAD_XX.wav,1086,IWW,SAD,XX,16000,[251 267 271 ...  -5  -6   0]
1069_IEO_FEA_LO.wav,1069,IEO,FEA,LO,16000,[ -5 -38 -24 ...   4   3   0]
1048_IEO_HAP_LO.wav,1048,IEO,HAP,LO,16000,[209 207 228 ...   0   0   0]
1007_IWW_DIS_XX.wav,1007,IWW,DIS,XX,16000,[199 192 188 ...  29  24  20]
1012_IWW_DIS_XX.wav,1012,IWW,DIS,XX,16000,[ 64  20 -22 ...  -2  -4  -4]
1008_DFA_NEU_XX.wav,1008,DFA,NEU,XX,16000,[106 150 107 ...  -9  -8  -8]
1038_DFA_FEA_XX.wav,1038,DFA,FEA,XX,16000,[-51 -20 -20 ...  -1  -4   1]
1028_ITH_DIS_XX.wav,1028,ITH,DIS,XX,16000,[-27  -6  16 ...   0   0   0]
1019_DFA_HAP_XX.wav,1019,DFA,HAP,XX,16000,[ 0  0  0 ... -1 -1  0]
1008_IWW_SAD_XX.wav,1008,IWW,SAD,XX,16000,[-133 -134 -126 ...    0    0    0]
1025_WSI_DIS_XX.wav,1025,WSI,DIS,XX,16000,[-230 -213 -207 ...    0    0    0]
1034_TIE_SAD_XX.wav,1034,TIE,SAD,XX,16000,[-176 -198 -210 ...    0    0    0]
1030_WSI_DIS_XX.wav,1030,WSI,DIS,XX,16000,[37 59 71 ...  0  0  0]
1021_TIE_SAD_XX.wav,1021,TIE,SAD,XX,16000,[116 110 124 ...  -6  -6  -6]
1086_DFA_NEU_XX.wav,1086,DFA,NEU,XX,16000,[97 84 77 ... 10  7  2]
1089_IWW_DIS_XX.wav,1089,IWW,DIS,XX,16000,[-137 -141 -144 ...   -8   -5   -1]
1082_WSI_HAP_XX.wav,1082,WSI,HAP,XX,16000,[193 166 169 ...   3   4   4]
1005_ITH_NEU_XX.wav,1005,ITH,NEU,XX,16000,[90 91 96 ...  0  0  0]
1010_ITH_NEU_XX.wav,1010,ITH,NEU,XX,16000,[ -7 -31 -38 ...   0   0   0]
1061_IEO_DIS_LO.wav,1061,IEO,DIS,LO,16000,[115 145 161 ...   2   7  11]
1074_IEO_DIS_LO.wav,1074,IEO,DIS,LO,16000,[285 316 341 ...   0   0   0]
1047_ITH_ANG_XX.wav,1047,ITH,ANG,XX,16000,[97 77 43 ...  0  0  0]
1052_ITH_ANG_XX.wav,1052,ITH,ANG,XX,16000,[212 180 165 ...   0   0   0]
1033_TIE_FEA_XX.wav,1033,TIE,FEA,XX,16000,[227 254 214 ...   6   8  10]
1026_TIE_FEA_XX.wav,1026,TIE,FEA,XX,16000,[174 146  90 ...   0   1   1]
1012_TIE_HAP_XX.wav,1012,TIE,HAP,XX,16000,[81 47 69 ...  0 -1 -1]
1007_TIE_HAP_XX.wav,1007,TIE,HAP,XX,16000,[267 263 219 ...  10   8   6]
1027_ITH_SAD_XX.wav,1027,ITH,SAD,XX,16000,[218 194 177 ... -11 -10  -7]
1032_ITH_SAD_XX.wav,1032,ITH,SAD,XX,16000,[163 162  99 ...   0   0   0]
1034_IEO_NEU_XX.wav,1034,IEO,NEU,XX,16000,[217 185 187 ...   0   0   0]
1021_IEO_NEU_XX.wav,1021,IEO,NEU,XX,16000,[62 29 44 ...  0  0  0]
1082_DFA_HAP_XX.wav,1082,DFA,HAP,XX,16000,[-104 -109 -106 ...    3    3    3]
1080_IEO_ANG_LO.wav,1080,IEO,ANG,LO,16000,[-294 -290 -288 ...   -7   -6    0]
1068_IWW_ANG_XX.wav,1068,IWW,ANG,XX,16000,[-95 -76 -90 ...   2   4   6]
1030_DFA_DIS_XX.wav,1030,DFA,DIS,XX,16000,[-228 -237 -260 ...    0    0    0]
1001_ITH_HAP_XX.wav,1001,ITH,HAP,XX,16000,[-107 -105 -102 ...    0    0    0]
1086_WSI_NEU_XX.wav,1086,WSI,NEU,XX,16000,[461 499 483 ...   4   4   4]
1014_ITH_HAP_XX.wav,1014,ITH,HAP,XX,16000,[119 114 119 ...   0   1   1]
1025_DFA_DIS_XX.wav,1025,DFA,DIS,XX,16000,[-374 -389 -413 ...    4    4    5]
1020_ITH_FEA_XX.wav,1020,ITH,FEA,XX,16000,[-234 -230 -255 ...    8    6    5]
1035_ITH_FEA_XX.wav,1035,ITH,FEA,XX,16000,[ 6 60 36 ... -1  1  0]
1016_TIE_NEU_XX.wav,1016,TIE,NEU,XX,16000,[72 35 21 ... 16 14 16]
1003_TIE_NEU_XX.wav,1003,TIE,NEU,XX,16000,[-27 -23 -19 ...   0   0   0]
1054_TIE_ANG_XX.wav,1054,TIE,ANG,XX,16000,[ 9 31 38 ...  0  0  0]
1041_TIE_ANG_XX.wav,1041,TIE,ANG,XX,16000,[-304 -316 -306 ...    0    0    0]
1080_IWL_FEA_XX.wav,1080,IWL,FEA,XX,16000,[72 47 53 ...  0  0  0]
1061_TSI_DIS_XX.wav,1061,TSI,DIS,XX,16000,[ 93 111 124 ...   0   0   0]
1074_TSI_DIS_XX.wav,1074,TSI,DIS,XX,16000,[-176 -149 -108 ...    0    0    0]
1018_IOM_SAD_XX.wav,1018,IOM,SAD,XX,16000,[-220 -259 -261 ...   -2   -3   -4]
1050_TAI_DIS_XX.wav,1050,TAI,DIS,XX,16000,[-20 -51 -62 ...   0   0   0]
1045_TAI_DIS_XX.wav,1045,TAI,DIS,XX,16000,[-64 -54 -18 ...  -2   3   1]
1008_MTI_NEU_XX.wav,1008,MTI,NEU,XX,16000,[-77 -62 -71 ...   0   0   0]
1087_IWL_SAD_XX.wav,1087,IWL,SAD,XX,16000,[105  95  88 ...  -4  -7  -8]
1043_IEO_DIS_HI.wav,1043,IEO,DIS,HI,16000,[ 80 152 172 ...  -1   0  -1]
1056_IEO_DIS_HI.wav,1056,IEO,DIS,HI,16000,[-41   7   8 ...  -9 -11 -12]
1052_IEO_DIS_MD.wav,1052,IEO,DIS,MD,16000,[106 126 116 ...   0   0   0]
1047_IEO_DIS_MD.wav,1047,IEO,DIS,MD,16000,[246 284 309 ...  12  12   7]
1006_IWL_DIS_XX.wav,1006,IWL,DIS,XX,16000,[66 50 54 ... -1 -2 -2]
1013_IWL_DIS_XX.wav,1013,IWL,DIS,XX,16000,[74 99 85 ...  0  0  0]
1019_MTI_HAP_XX.wav,1019,MTI,HAP,XX,16000,[54 82 85 ...  8  7  4]
1038_MTI_FEA_XX.wav,1038,MTI,FEA,XX,16000,[143 152 158 ...   0   0   0]
1080_TSI_ANG_XX.wav,1080,TSI,ANG,XX,16000,[ -99 -105  -88 ...   12    9    6]
1078_IOM_ANG_XX.wav,1078,IOM,ANG,XX,16000,[-76 -96 -86 ...   0   0   0]
1029_ITS_DIS_XX.wav,1029,ITS,DIS,XX,16000,[ 0  0  0 ... -1 -2 -1]
1022_MTI_SAD_XX.wav,1022,MTI,SAD,XX,16000,[-79 -57 -34 ...   0   0   0]
1037_MTI_SAD_XX.wav,1037,MTI,SAD,XX,16000,[ -82 -106 -126 ...    0    0    0]
1086_ITS_HAP_XX.wav,1086,ITS,HAP,XX,16000,[134 135 126 ...   0   0   0]
1025_MTI_FEA_XX.wav,1025,MTI,FEA,XX,16000,[-328 -328 -313 ...  -13  -11   -8]
1030_MTI_FEA_XX.wav,1030,MTI,FEA,XX,16000,[  2 -30 -45 ...   0   0   0]
1004_MTI_HAP_XX.wav,1004,MTI,HAP,XX,16000,[-28 -61 -53 ...   0   0   0]
1011_MTI_HAP_XX.wav,1011,MTI,HAP,XX,16000,[146 132 163 ...   0   0   0]
1065_IOM_ANG_XX.wav,1065,IOM,ANG,XX,16000,[-140 -123 -111 ...    0    0    0]
1088_TSI_ANG_XX.wav,1088,TSI,ANG,XX,16000,[212 177 173 ...   0   0   0]
1070_IOM_ANG_XX.wav,1070,IOM,ANG,XX,16000,[-206 -186 -212 ...    0    0    0]
1027_IOM_NEU_XX.wav,1027,IOM,NEU,XX,16000,[ 0  0  0 ... -2 -1 -1]
1032_IOM_NEU_XX.wav,1032,IOM,NEU,XX,16000,[-15 -39 -60 ...  -2  -2   0]
1034_ITS_DIS_XX.wav,1034,ITS,DIS,XX,16000,[-47 -62  -3 ...   0   0   0]
1021_ITS_DIS_XX.wav,1021,ITS,DIS,XX,16000,[151 187 199 ...   0   0   0]
1084_IOM_DIS_XX.wav,1084,IOM,DIS,XX,16000,[34 48 44 ...  1  1  1]
1069_TSI_DIS_XX.wav,1069,TSI,DIS,XX,16000,[-123 -151 -140 ...    2    3    4]
1091_IOM_DIS_XX.wav,1091,IOM,DIS,XX,16000,[46 48 45 ...  0  0  0]
1082_ITS_NEU_XX.wav,1082,ITS,NEU,XX,16000,[-192 -174 -169 ...    0    0    0]
1088_IWL_FEA_XX.wav,1088,IWL,FEA,XX,16000,[147 138 146 ...   0   0   0]
1058_TAI_DIS_XX.wav,1058,TAI,DIS,XX,16000,[-128 -122 -137 ...    0    0    0]
1005_IOM_SAD_XX.wav,1005,IOM,SAD,XX,16000,[187 204 194 ...   0   0   0]
1010_IOM_SAD_XX.wav,1010,IOM,SAD,XX,16000,[-134 -126 -119 ...  -11   -9   -7]
1015_MTI_NEU_XX.wav,1015,MTI,NEU,XX,16000,[177 180 202 ...   0   0   0]
1042_MTI_ANG_XX.wav,1042,MTI,ANG,XX,16000,[ 74  95 106 ...   0   0   0]
1057_MTI_ANG_XX.wav,1057,MTI,ANG,XX,16000,[-195 -212 -186 ...    1    2    2]
1023_IOM_HAP_XX.wav,1023,IOM,HAP,XX,16000,[-62 -64 -55 ...   0   0   0]
1036_IOM_HAP_XX.wav,1036,IOM,HAP,XX,16000,[-58 -84 -57 ...   0   0   0]
1002_IOM_FEA_XX.wav,1002,IOM,FEA,XX,16000,[28  7 -8 ...  0  0  0]
1017_IOM_FEA_XX.wav,1017,IOM,FEA,XX,16000,[206 173 176 ...   1  -4  -5]
1029_IEO_NEU_XX.wav,1029,IEO,NEU,XX,16000,[-29 -54 -86 ...  13  18  21]
1088_IEO_ANG_LO.wav,1088,IEO,ANG,LO,16000,[-117 -140 -141 ...   -2   -3   -2]
1075_IWW_ANG_XX.wav,1075,IWW,ANG,XX,16000,[143 133  91 ...   0   0   1]
1060_IWW_ANG_XX.wav,1060,IWW,ANG,XX,16000,[-254 -281 -297 ...    0    0    0]
1037_IWW_NEU_XX.wav,1037,IWW,NEU,XX,16000,[-61 -56 -53 ...  -1  -1  -1]
1022_IWW_NEU_XX.wav,1022,IWW,NEU,XX,16000,[-88 -69 -70 ...  -1   1  -3]
1028_ITH_FEA_XX.wav,1028,ITH,FEA,XX,16000,[-16 -27 -19 ... -23 -43   0]
1038_DFA_DIS_XX.wav,1038,DFA,DIS,XX,16000,[35 47 28 ... -1  1  5]
1009_ITH_HAP_XX.wav,1009,ITH,HAP,XX,16000,[-22 -63 -79 ...  -8  -6  -5]
1049_TIE_ANG_XX.wav,1049,TIE,ANG,XX,16000,[-97 -60 -46 ...   0   0   0]
1015_IWW_SAD_XX.wav,1015,IWW,SAD,XX,16000,[-116 -130 -105 ...   -2    2    0]
1081_IWW_DIS_XX.wav,1081,IWW,DIS,XX,16000,[ -96 -117 -145 ...    0    0    0]
1038_WSI_DIS_XX.wav,1038,WSI,DIS,XX,16000,[ -97  -99 -100 ...    0    0    0]
1029_TIE_SAD_XX.wav,1029,TIE,SAD,XX,16000,[ 92 114  83 ...   0   0   0]
1033_IWW_HAP_XX.wav,1033,IWW,HAP,XX,16000,[-3 10 -3 ...  0  0  0]
1026_IWW_HAP_XX.wav,1026,IWW,HAP,XX,16000,[-13 -13 -13 ...  -2   0   2]
1012_IWW_FEA_XX.wav,1012,IWW,FEA,XX,16000,[57 47 56 ...  0  0  0]
1018_ITH_NEU_XX.wav,1018,ITH,NEU,XX,16000,[ -55 -112 -133 ...   -1   -1   -1]
1007_IWW_FEA_XX.wav,1007,IWW,FEA,XX,16000,[-20 -50 -43 ...  83 127 158]
1069_IEO_DIS_LO.wav,1069,IEO,DIS,LO,16000,[343 343 294 ...   0   0   0]
1015_WSI_NEU_XX.wav,1015,WSI,NEU,XX,16000,[ -97 -115 -139 ...    0    0   -1]
1087_ITH_HAP_XX.wav,1087,ITH,HAP,XX,16000,[-34 -54 -48 ...   0   0   0]
1057_WSI_ANG_XX.wav,1057,WSI,ANG,XX,16000,[-179 -196 -212 ...    0    0    0]
1042_WSI_ANG_XX.wav,1042,WSI,ANG,XX,16000,[62 86 83 ...  0  0  0]
1085_TIE_NEU_XX.wav,1085,TIE,NEU,XX,16000,[108 104 127 ...   0   0   0]
1022_DFA_SAD_XX.wav,1022,DFA,SAD,XX,16000,[332 294 303 ...   0   0   0]
1037_DFA_SAD_XX.wav,1037,DFA,SAD,XX,16000,[-61 -53 -40 ...   0   1   1]
1090_TIE_NEU_XX.wav,1090,TIE,NEU,XX,16000,[203 224 223 ...   0   0   0]
1004_DFA_HAP_XX.wav,1004,DFA,HAP,XX,16000,[100 121 139 ...   0   0   0]
1035_ITH_DIS_XX.wav,1035,ITH,DIS,XX,16000,[-208 -195 -212 ...    0    0    0]
1020_ITH_DIS_XX.wav,1020,ITH,DIS,XX,16000,[ 40 115 121 ...  -5  -2   0]
1011_DFA_HAP_XX.wav,1011,DFA,HAP,XX,16000,[-126 -102  -65 ...    4    3    4]
1025_DFA_FEA_XX.wav,1025,DFA,FEA,XX,16000,[-35 -29 -36 ...   0   0  -1]
1013_IEO_ANG_LO.wav,1013,IEO,ANG,LO,16000,[113 108 135 ...   0   0   1]
1006_IEO_ANG_LO.wav,1006,IEO,ANG,LO,16000,[256 257 259 ...   0   0   0]
1030_DFA_FEA_XX.wav,1030,DFA,FEA,XX,16000,[-71 -84 -84 ...   0   0   0]
1011_WSI_HAP_XX.wav,1011,WSI,HAP,XX,16000,[222 215 187 ...   5   7   0]
